unique_id,Painting,"On a scale of 1–10, how intense is the emotion conveyed by the artwork?",Describe how this painting makes you feel.,This art piece makes me feel sombre.,This art piece makes me feel content.,This art piece makes me feel calm.,This art piece makes me feel uneasy.,How many prominent colours do you notice in this painting?,How many objects caught your eye in the painting?,How much (in Canadian dollars) would you be willing to pay for this painting?,"If you could purchase this painting, which room would you put that painting in?","If you could view this art in person, who would you want to view it with?",What season does this art piece remind you of?,"If this painting was a food, what would be?",Imagine a soundtrack for this painting. Describe that soundtrack without naming any objects in the painting.,room_Bathroom,room_Bedroom,room_Dining room,room_Living room,room_Office,view_By yourself,view_Coworkers/Classmates,view_Family members,view_Friends,view_Strangers,season_Fall,season_Spring,season_Summer,season_Winter
125.0,The Water Lily Pond,-1.1028343179767874,"This painting makes me feel calm and relaxed. It doesn’t evoke strong emotions, but it’s very beautiful and peaceful to look at.",-0.5180793304285297,0.4488007569043874,0.24121744547650806,-0.28268899932765446,0.06911625515928428,-0.6659297661653153,-0.07961931622177934,"Bedroom,Living room","Friends,Family members,Coworkers/Classmates",Spring,Fresh berries with honey,"The soundtrack would be soft and calming, with gentle piano and light strings. It would be slow and peaceful, and stay smooth and soothing.",0,1,0,1,0,0,1,1,1,0,0,1,0,0
126.0,The Persistence of Memory,-1.1028343179767874,"lost, confused, not sure of a sense of time",0.9213874634329337,-1.861777052938405,-0.5640407929052679,1.8094174552553168,0.06911625515928428,0.8287869619109369,-0.07962579758161654,"Office,Living room",By yourself,Fall,"local cuisine, spicy bean dish","uneasy, suspense soundtrack",0,0,0,1,1,1,0,0,0,0,1,0,0,0
126.0,The Starry Night,-0.6304019461527285,"relaxed, happy, content, ",0.201654066502202,1.2189933601853182,1.046475683858284,-0.9800578175219782,-0.32726842186532884,-0.6659297661653153,-0.07961931622177934,Bedroom,By yourself,Summer,"a condensed milk cake, like tres leches",la la land soundtrack,0,1,0,0,0,1,0,0,0,0,0,0,1,0
126.0,The Water Lily Pond,-0.6304019461527285,"calm, serendipidous",0.201654066502202,1.2189933601853182,0.24121744547650806,-0.28268899932765446,-0.32726842186532884,-0.6659297661653153,-0.07962487167306836,"Living room,Dining room","Friends,Family members,Coworkers/Classmates","Spring,Summer",jello,"piano, mozart, or some kind of slow soundtrack, ballad",0,0,1,1,0,0,1,1,1,0,0,1,1,0
127.0,The Persistence of Memory,-0.6304019461527285,confused,0.9213874634329337,-1.0915844496574743,-0.5640407929052679,1.8094174552553168,0.06911625515928428,0.4551077798918739,-0.07962820494384179,Office,By yourself,Fall,mac and cheese,sad and gloomy,0,0,0,0,1,1,0,0,0,0,1,0,0,0
127.0,The Starry Night,-1.5752666898008465,dizzy,-1.2378127273592614,1.2189933601853182,-0.5640407929052679,1.112048637060993,0.06911625515928428,-0.29225058414625227,-0.07961005713629761,Bedroom,Friends,Winter,cereal,interstellar,0,1,0,0,0,0,0,0,1,0,0,0,0,1
127.0,The Water Lily Pond,1.7317599129675663,inspired,-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,-0.32726842186532884,-1.0396089481843784,-0.07962672349016471,Living room,Family members,Spring,salad,butterflies in my stomach,0,0,0,1,0,0,0,1,0,0,0,1,0,0
128.0,The Persistence of Memory,-0.15796957432866957,"This painting makes me feel lonely, like I'm waiting for something that will never come.",1.6411208603636653,-1.0915844496574743,0.24121744547650806,-0.28268899932765446,0.4655009321838974,1.20246614393,-0.07962792717127734,Bathroom,"Strangers,By yourself",Fall,Minced Beef,"Calm but dead sounding, and very empty (single/few tones)",1,0,0,0,0,1,0,0,0,1,1,0,0,0
128.0,The Starry Night,-1.5752666898008465,Chaotic and confused,0.201654066502202,-1.0915844496574743,-2.17455726966882,1.8094174552553168,-0.32726842186532884,-0.29225058414625227,-0.07962829753469661,"Bedroom,Office,Dining room","Friends,Family members",Winter,Cold Spaghetti,"Very chaotic and noisy, with many components and things playing at the same time",0,1,1,0,1,0,0,1,1,0,0,0,0,1
128.0,The Water Lily Pond,-0.6304019461527285,Calm and at peace,-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,-1.120037775914555,-0.6659297661653153,-0.07962764939871289,"Bedroom,Living room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself",Spring,Warm Soup,"It sounds very peaceful and calming, and makes me want to fall asleep. It's slow and helps ease and calm my mind down, and helps me drift away from all the chaotic thoughts running in my head.",0,1,0,1,0,1,1,1,1,1,0,1,0,0
129.0,The Persistence of Memory,0.7868951693194484,feels exhausted,0.9213874634329337,-1.0915844496574743,-1.3692990312870437,1.112048637060993,0.8618856092085105,1.20246614393,-0.07962820494384179,Bathroom,By yourself,Fall,burger,low sad sound,1,0,0,0,0,1,0,0,0,0,1,0,0,0
129.0,The Starry Night,0.3144627974953894,confused,-0.5180793304285297,-1.0915844496574743,0.24121744547650806,-0.28268899932765446,0.4655009321838974,-0.29225058414625227,-0.07962829753469661,Bedroom,Family members,Winter,ice cream,"calm, cold.",0,1,0,0,0,0,0,1,0,0,0,0,0,1
129.0,The Water Lily Pond,-0.6304019461527285,confortable,-0.5180793304285297,0.4488007569043874,1.046475683858284,-0.9800578175219782,0.06911625515928428,-1.0396089481843784,-0.07962839012555142,Living room,"Friends,Family members",Spring,salad,safe and sound,0,0,0,1,0,0,0,1,1,0,0,1,0,0
130.0,The Persistence of Memory,0.7868951693194484,Powerless,0.9213874634329337,-1.0915844496574743,-2.17455726966882,1.8094174552553168,0.8618856092085105,-0.29225058414625227,-0.07962801976213216,Bathroom,By yourself,Spring,Seaweed,Violin solo,1,0,0,0,0,1,0,0,0,0,0,1,0,0
130.0,The Starry Night,-0.15796957432866957,Calm,-0.5180793304285297,0.4488007569043874,1.046475683858284,-0.9800578175219782,-0.32726842186532884,-0.29225058414625227,-0.07962672349016471,Bedroom,Family members,Winter,Cheese,Jazz,0,1,0,0,0,0,0,1,0,0,0,0,0,1
130.0,The Water Lily Pond,0.7868951693194484,Happy,-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,0.06911625515928428,-1.0396089481843784,-0.07962635312674544,"Bedroom,Living room,Dining room","Friends,Family members,By yourself",Summer,Raspberry,Piano classical with light vocal,0,1,1,1,0,1,0,1,1,0,0,0,1,0
131.0,The Persistence of Memory,0.7868951693194484,"existential, confused, worried, alone, anxious, stranded",0.9213874634329337,-1.861777052938405,-2.17455726966882,1.8094174552553168,-0.32726842186532884,0.4551077798918739,-0.07962857530726106,Office,Family members,Fall,melted cheese and tomatoes that taste bad,"dizzy, spiralling, uneasy, incoherent",0,0,0,0,1,0,0,1,0,0,1,0,0,0
131.0,The Starry Night,-0.15796957432866957,"cold, dark, waves, tired, slow",1.6411208603636653,-1.0915844496574743,-0.5640407929052679,-0.28268899932765446,-0.7236530988899419,-0.6659297661653153,-0.07777675821091616,Dining room,Family members,Winter,plum,"whooshing, powerful, blending, piano, wide range",0,0,1,0,0,0,0,1,0,0,0,0,0,1
131.0,The Water Lily Pond,-2.0476990616249053,"calm, pleasant, peaceful, happy, warm",-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,-1.120037775914555,-1.0396089481843784,-0.07962672349016471,Bathroom,Friends,Summer,green apple pie,"soft, quaint, light, calm, happy, peaceful, relaxing, chimes",1,0,0,0,0,0,0,0,1,0,0,0,1,0
132.0,The Persistence of Memory,0.3144627974953894,"This painting makes me feel contemplative and heavy at first glance, but seeing the sunrise in the background gives me a sense of hope beneath the quiet loneliness.",0.9213874634329337,-1.0915844496574743,1.046475683858284,-0.28268899932765446,-0.32726842186532884,0.08142859787281082,-0.0796137607704903,Bedroom,"Friends,Family members,Coworkers/Classmates,Strangers,By yourself","Fall,Winter",cold roasted chicken,"Slow and quiet, with no lyrics. Deep, low notes move gradually, and over time they rise slightly, creating a gentle sense of progression without breaking the stillness.",0,1,0,0,0,1,1,1,1,1,1,0,0,1
132.0,The Starry Night,0.7868951693194484,"It feels familiar, since almost everyone recognizes this artwork, but it also gives me a strong sense of warmth and comfort. The flowing movement makes it feel alive, while the colors create a calm, reassuring atmosphere.",-0.5180793304285297,0.4488007569043874,1.046475683858284,-0.9800578175219782,-0.32726842186532884,0.08142859787281082,-0.07925821188799208,Living room,"Friends,Family members,Coworkers/Classmates,Strangers",Summer,cake,"Warm, slightly detuned pads with lively, cheerful breaks. The rhythm stays light and buoyant, with a gentle lift that makes it feel vividly alive.",0,0,0,1,0,0,1,1,1,1,0,0,1,0
132.0,The Water Lily Pond,-0.15796957432866957,It makes me feel warm and peaceful. The colors and gentle flow bring a cozy childhood summer vibe.,-1.2378127273592614,1.2189933601853182,0.24121744547650806,-0.9800578175219782,-1.120037775914555,-0.6659297661653153,-0.07961005713629761,"Bedroom,Living room","Friends,Family members,Coworkers/Classmates,Strangers",Summer,watermelon,"light, bouncy rhythm, playful high notes, and warm, sunny chords underneath.",0,1,0,1,0,0,1,1,1,1,0,0,1,0
133.0,The Persistence of Memory,-0.15796957432866957,I feel a sense of loneliness in such world of absurdity.,0.9213874634329337,-1.0915844496574743,-0.5640407929052679,-0.28268899932765446,0.06911625515928428,0.4551077798918739,-0.07962857530726106,"Bedroom,Office","Strangers,By yourself","Fall,Winter",Hamburger with a mud patty inside.,"Quiet, hollow, universe-like white noise",0,1,0,0,1,1,0,0,0,1,1,0,0,1
133.0,The Starry Night,0.3144627974953894,Calm,0.201654066502202,-0.3213918463765434,1.046475683858284,-0.28268899932765446,-0.32726842186532884,-0.6659297661653153,-0.07962857530726106,"Bedroom,Bathroom,Living room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself","Spring,Summer",boiled leafy greens,piano quiet and constant rhythms,1,1,0,1,0,1,1,1,1,1,0,1,1,0
133.0,The Water Lily Pond,1.2593275411435074,Super relaxed,-1.2378127273592614,0.4488007569043874,1.046475683858284,-0.9800578175219782,-0.32726842186532884,-0.6659297661653153,-0.07962857530726106,"Bedroom,Bathroom,Office,Living room,Dining room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself","Spring,Summer",Sunny side up egg,"Piano and violin, Ghibli-like rhythm",1,1,1,1,1,1,1,1,1,1,0,1,1,0
134.0,The Persistence of Memory,-1.5752666898008465,The painting makes me feel curious but calm. It makes me want to stop and take a closer look at it because it's message and intent is not clear to me.,0.9213874634329337,-1.0915844496574743,-0.5640407929052679,1.112048637060993,0.4655009321838974,0.4551077798918739,-0.07962764939871289,Living room,Friends,Summer,Sandwich,The soundtrack would have quiet and calm songs without many different sounds at once. The music is a little sad and not loud or dramatic.,0,0,0,1,0,0,0,0,1,0,0,0,1,0
134.0,The Starry Night,-1.5752666898008465,"The painting makes me feel both calm but also a little restless. The scene is peaceful, but there is also a lot of movement in the sky, which makes me feel a little restless and curious.",0.9213874634329337,-0.3213918463765434,-0.5640407929052679,1.112048637060993,-0.32726842186532884,-0.29225058414625227,-0.07961931622177934,Office,By yourself,Winter,Steak,"The music in the soundtrack is slow and flowing with a continuous background sound. While the background always stays, there is also a more intense melody that plays on top of it.",0,0,0,0,1,1,0,0,0,0,0,0,0,1
134.0,The Water Lily Pond,-2.0476990616249053,The painting makes me feel calm and at peace. It also feels quiet and slow and gives a feeling of comfort through its stillness.,-0.5180793304285297,0.4488007569043874,1.046475683858284,-0.28268899932765446,-0.7236530988899419,-1.0396089481843784,-0.07962301985597203,Dining room,Family members,Summer,Sushi,The soundtrack would be both serene and calm sounds combined with a large variety of different melodies that mix together.,0,0,1,0,0,0,0,1,0,0,0,0,1,0
135.0,The Persistence of Memory,0.3144627974953894,"depressed, heavy",0.9213874634329337,-1.0915844496574743,-0.5640407929052679,1.8094174552553168,0.4655009321838974,0.8287869619109369,-0.07962764939871289,Bathroom,"Friends,Family members","Fall,Winter",popcorn,"blue, silent, strings",1,0,0,0,0,0,0,1,1,0,1,0,0,1
135.0,The Starry Night,0.7868951693194484,"fancy, curious, calm",0.201654066502202,0.4488007569043874,0.24121744547650806,0.41467981886666927,-0.32726842186532884,0.08142859787281082,-0.07962764939871289,"Bedroom,Dining room","Family members,Coworkers/Classmates",Summer,banana,"calm, jazz",0,1,1,0,0,0,1,1,0,0,0,0,1,0
135.0,The Water Lily Pond,1.2593275411435074,"happy, green",-0.5180793304285297,1.2189933601853182,0.24121744547650806,-0.9800578175219782,-0.32726842186532884,-0.6659297661653153,-0.07962746421700326,"Office,Living room","Friends,Family members,Coworkers/Classmates,By yourself",Spring,fine food,"dynamic, happy",0,0,0,1,1,1,1,1,1,0,0,1,0,0
136.0,The Persistence of Memory,-0.15796957432866957,"The first impression I have on the piece is that it gives me a feeling of a kind of abstraction, everything is abnormal and the tone is quite ""dark"", seems like a beach in an utopia world during sunset. ",0.201654066502202,0.4488007569043874,-1.3692990312870437,1.8094174552553168,0.06911625515928428,1.20246614393,-0.07962672349016471,Office,By yourself,Winter,tomato,it would be drums and very chill guitar just like the beginning of topgun anthem. ,0,0,0,0,1,1,0,0,0,0,0,0,0,1
136.0,The Starry Night,1.7317599129675663,"it gives me a feeling of a very chill night that i'd like to spend with my girlfriend along with cocktails. I would be imagining how the stars and comits flow, feeling how large and endless the universe is. ",-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,-0.32726842186532884,0.4551077798918739,-0.07962672349016471,Bedroom,"Friends,Family members",Summer,pasta,would be slow drums and string music which sound like jumping in different space,0,1,0,0,0,0,0,1,1,0,0,0,1,0
136.0,The Water Lily Pond,0.7868951693194484,"it feels like a chill spring afternoon at the back of a big house, family members gather around and have teas and desserts. ",-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,0.06911625515928428,-0.29225058414625227,-0.07962533462734246,Living room,Family members,Spring,Carbonara,it would be violin sorely with a quite warm melody,0,0,0,1,0,0,0,1,0,0,0,1,0,0
137.0,The Persistence of Memory,-0.15796957432866957,"Precious memories are twisted by the emotions, time and space. The irresistable natural force that changes everything retains the least important details, making all that functions no longer. The dried tears and the unreachable pond is the metaphor of desperation.",0.9213874634329337,0.4488007569043874,0.24121744547650806,-0.28268899932765446,-0.32726842186532884,0.8287869619109369,-0.07962839012555142,"Office,Dining room",By yourself,Summer,sauteed greens,"deep ambient, water-like calm music.",0,0,1,0,1,1,0,0,0,0,0,0,1,0
137.0,The Starry Night,1.2593275411435074,It's a windy but warm summer night with sky full of stars. The drifting lights in the sky is the form of my joy. I have a joyful life with love and hope. ,-1.2378127273592614,1.2189933601853182,-1.3692990312870437,-0.28268899932765446,-0.32726842186532884,-0.29225058414625227,-0.07962820494384179,"Bedroom,Living room","Friends,Family members",Summer,polpo e fagioli,joyful orchestra,0,1,0,1,0,0,0,1,1,0,0,0,1,0
137.0,The Water Lily Pond,-1.5752666898008465,Calm. Walking next to the pond in a spring afternoon with good sunlight. Simply enjoying the beauty of the nature and time.,-1.2378127273592614,0.4488007569043874,1.046475683858284,-0.28268899932765446,-1.120037775914555,-0.29225058414625227,-0.07962820494384179,Bathroom,"Friends,Family members",Spring,seaweed shortbread,Spring - Vivaldi,1,0,0,0,0,0,0,1,1,0,0,1,0,0
138.0,The Persistence of Memory,0.7868951693194484,"I feel everything is fading, and lifeless.",0.9213874634329337,-1.0915844496574743,-0.5640407929052679,1.112048637060993,0.06911625515928428,0.4551077798918739,-0.07962672349016471,Bathroom,Friends,Winter,bitter gourd,water slaping ground.,1,0,0,0,0,0,0,0,1,0,0,0,0,1
138.0,The Starry Night,-0.15796957432866957,"Calm, mysterious.",0.201654066502202,0.4488007569043874,1.046475683858284,-0.28268899932765446,-0.32726842186532884,-0.29225058414625227,-0.07777675821091616,"Bedroom,Office","Friends,Family members","Spring,Summer","Cake

 ",Wind flow through forest,0,1,0,0,1,0,0,1,1,0,0,1,1,0
138.0,The Water Lily Pond,-1.5752666898008465,"Content, joyful.",-0.5180793304285297,0.4488007569043874,-0.5640407929052679,-0.28268899932765446,-1.120037775914555,-0.29225058414625227,-0.07944339359762657,Living room,"Friends,Family members,Coworkers/Classmates","Spring,Summer",Orange juice.,Frog croak.,0,0,0,1,0,0,1,1,1,0,0,1,1,0
139.0,The Persistence of Memory,-0.15796957432866957,This painting conveys a sad feeling since the colour palate is mostly dark. It feels as if it is trying to convey the idea that time is running out. ,0.9213874634329337,-1.0915844496574743,-0.5640407929052679,-0.28268899932765446,0.4655009321838974,0.4551077798918739,-0.07962839012555142,Office,"Strangers,By yourself",Fall,poutine,I think it would be a calm but deep melody. ,0,0,0,0,1,1,0,0,0,1,1,0,0,0
139.0,The Starry Night,0.3144627974953894,This painting makes me feel calm but a bit anxious at the same time since the swirls look like wind (perhaps a storm is coming).,0.9213874634329337,-1.0915844496574743,0.24121744547650806,1.112048637060993,-0.32726842186532884,-0.29225058414625227,-0.07962487167306836,"Bathroom,Living room","Friends,Family members",Winter,Squid ink pasta,It would be a deeper tone but sometime fast and sometimes slow,1,0,0,1,0,0,0,1,1,0,0,0,0,1
139.0,The Water Lily Pond,-1.5752666898008465,It makes me feel relaxed and happy!,-1.2378127273592614,1.2189933601853182,0.24121744547650806,-0.9800578175219782,0.06911625515928428,-1.0396089481843784,-0.07962764939871289,"Bedroom,Living room",Friends,Spring,salad,"It would be very light lone, easy going melody that flows well!",0,1,0,1,0,0,0,0,1,0,0,1,0,0
140.0,The Persistence of Memory,0.7868951693194484,"This painting makes me feel somber and reflective, prompting me to reminisce about the passage of time. It brings to mind the past, present, and future, along with the thoughts and emotions tied to each passing moment.",1.6411208603636653,-1.0915844496574743,-0.5640407929052679,0.41467981886666927,2.0510396402823496,1.9498245079681262,-0.07962487167306836,"Bedroom,Office,Living room,Dining room","Friends,Family members,Coworkers/Classmates,By yourself","Fall,Winter",Cheeseburger,"The soundtrack would flow at a slow to medium pace, featuring a smooth, nostalgic melody. I imagine it would include subtle percussion instruments, like a lead piano and the occasional jingle of a triangle.",0,1,1,1,1,1,1,1,1,0,1,0,0,1
140.0,The Starry Night,0.3144627974953894,"This painting makes me feel solemn and calm, as though I am sharing the beautiful view with only my thoughts. It feels as if I am gazing at the world below, experiencing a quiet moment of peace with myself.",0.9213874634329337,0.4488007569043874,0.24121744547650806,-0.9800578175219782,0.06911625515928428,3.444541236044379,-0.07962727903529362,"Bedroom,Office,Living room","Friends,Family members,Coworkers/Classmates,By yourself",Winter,Cream Puff,"I imagine the soundtrack having a peaceful, soothing melody, with subtle changes in tempo as the music progresses. I envision a blend of percussion and string instruments, harmonized to create a gentle, whimsical tone.",0,1,0,1,1,1,1,1,1,0,0,0,0,1
140.0,The Water Lily Pond,-0.6304019461527285,"This painting fills me with joy, its bright, warm colors creating an immersive view. I feel encapsulated by the sun’s rays, experiencing a peaceful moment of bliss within a wonderland.",-0.5180793304285297,0.4488007569043874,1.046475683858284,-0.9800578175219782,1.2582702862331236,0.4551077798918739,-0.07962764939871289,"Office,Living room,Dining room","Friends,Family members,Coworkers/Classmates,By yourself",Spring,Strawberry,"I imagine the soundtrack having a blissful, adventurous melody, like the feeling of skipping through a field without a care in the world. I envision the music featuring woodwind instruments blended with light percussion.",0,0,1,1,1,1,1,1,1,0,0,1,0,0
141.0,The Persistence of Memory,0.7868951693194484,"abnormal, suffocating, effortless, lifeless",1.6411208603636653,-1.861777052938405,-1.3692990312870437,1.8094174552553168,1.6546549632577368,1.9498245079681262,-0.07962839012555142,"Bedroom,Bathroom",Family members,"Fall,Winter",coffee bread,"slow and rumbling, resembling a growl",1,1,0,0,0,0,0,1,0,0,1,0,0,1
141.0,The Starry Night,-0.15796957432866957,"dazed, turmoil, nostalgic",0.9213874634329337,-1.0915844496574743,-0.5640407929052679,0.41467981886666927,0.8618856092085105,0.08142859787281082,-0.0796285567890901,"Bedroom,Living room","Family members,Strangers",Fall,porridge,"A symphonic piece with a deep bass in the back and a fluid, rolling melody by violin in the front.",0,1,0,1,0,0,0,1,0,1,1,0,0,0
141.0,The Water Lily Pond,-0.6304019461527285,"peaceful, bright, fragrant, calm",-0.5180793304285297,0.4488007569043874,0.24121744547650806,-0.28268899932765446,0.06911625515928428,0.4551077798918739,-0.0796285567890901,"Living room,Dining room","Friends,Family members","Spring,Summer",Assorted fruit,"a peaceful, delightful melody by wind chimes",0,0,1,1,0,0,0,1,1,0,0,1,1,0
142.0,The Persistence of Memory,0.7868951693194484,This painting makes me feel introspective and it makes me think about how I spend my time.,0.9213874634329337,-0.3213918463765434,-0.5640407929052679,-0.28268899932765446,0.4655009321838974,0.4551077798918739,-0.07949894811051691,Living room,"Family members,By yourself",Winter,Loaf of bread,A sombre and slow track characterized by piano and violins.,0,0,0,1,0,1,0,1,0,0,0,0,0,1
142.0,The Starry Night,-1.1028343179767874,"It makes me feel happy, and calm.",-0.5180793304285297,0.4488007569043874,0.24121744547650806,-0.28268899932765446,0.06911625515928428,-0.6659297661653153,-0.07499903256639881,Office,"Friends,Family members,By yourself",Summer,It would be pizza,The soundtrack that best represents this painting is a more upbeat song played by piano.,0,0,0,0,1,1,0,1,1,0,0,0,1,0
142.0,The Water Lily Pond,-1.1028343179767874,This painting makes me feel happy and curious about nature.,-0.5180793304285297,0.4488007569043874,0.24121744547650806,-0.28268899932765446,-0.32726842186532884,-0.6659297661653153,-0.07916562103317483,Bedroom,"Friends,Family members,By yourself",Summer,It would be a salad with leafy greens and tomatoes,This painting would be a slower jazz song.,0,1,0,0,0,1,0,1,1,0,0,0,1,0
143.0,The Persistence of Memory,0.7868951693194484,As if time is running out,0.9213874634329337,-1.0915844496574743,-1.3692990312870437,1.112048637060993,0.4655009321838974,1.20246614393,-0.07962820494384179,Office,"Friends,By yourself",Winter,Steak,tick tok tick tok,0,0,0,0,1,1,0,0,1,0,0,0,0,1
143.0,The Starry Night,1.2593275411435074,it makes me feel excited yet calm,-0.5180793304285297,0.4488007569043874,0.24121744547650806,-0.9800578175219782,-0.32726842186532884,0.08142859787281082,-0.07962801976213216,"Bedroom,Living room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself","Summer,Winter",Warm soup,"Crisp, light notes with calming strings",0,1,0,1,0,1,1,1,1,1,0,0,1,1
143.0,The Water Lily Pond,1.7317599129675663,"slightly excited, warm, and whimsical",-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,-0.32726842186532884,-0.29225058414625227,-0.07962764939871289,"Bedroom,Bathroom,Living room,Dining room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself",Summer,Matcha latte with strawberry puree,"Calm strings paired with light piano, very consistent and reminiscent of a Studio Ghibli soundtrack.",1,1,1,1,0,1,1,1,1,1,0,0,1,0
144.0,The Persistence of Memory,0.7868951693194484,"sloppy, feels kind of lazy due to melting clock.

but yet further away having strong contrast to cool color and solid structure of hill, is contradiction making the emotion strong.",0.9213874634329337,-1.0915844496574743,-0.5640407929052679,0.41467981886666927,-0.7236530988899419,-0.29225058414625227,-0.07962672349016471,Bathroom,By yourself,Summer,"bread, surface is hard inside is soft that kind of bread.","like somewhere in Arizona, hot and wind blowing sound.",1,0,0,0,0,1,0,0,0,0,0,0,1,0
144.0,The Starry Night,0.3144627974953894,"ill and peaceful,  I know he's a great artist but I don't get it, especially his abstract pieces felt like 8 year old painting?",0.9213874634329337,-1.0915844496574743,0.24121744547650806,1.112048637060993,-0.7236530988899419,-0.6659297661653153,-0.06111040434381204,"Bedroom,Living room","Strangers,By yourself",Winter,blueberry,snowing wind blowing sound at cold night.,0,1,0,1,0,1,0,0,0,1,0,0,0,1
144.0,The Water Lily Pond,-1.1028343179767874,"calm, enjoy",-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.28268899932765446,-1.120037775914555,-1.0396089481843784,-0.07961005713629761,"Office,Living room","Friends,Family members,By yourself",Spring,spinach.,liquid flowing and bird.,0,0,0,1,1,1,0,1,1,0,0,1,0,0
145.0,The Persistence of Memory,-0.6304019461527285,The painting invokes a sense of serenity and general peace,0.9213874634329337,0.4488007569043874,1.046475683858284,-0.9800578175219782,1.6546549632577368,-0.29225058414625227,-0.07962764939871289,Office,By yourself,Fall,Chestnuts,"It would be an acoustic, peaceful, lullaby-like song",0,0,0,0,1,1,0,0,0,0,1,0,0,0
145.0,The Starry Night,0.3144627974953894,Hopeful,-0.5180793304285297,0.4488007569043874,0.24121744547650806,-0.9800578175219782,0.4655009321838974,-0.29225058414625227,-0.07961005713629761,Bedroom,By yourself,Summer,Bruschetta,Acoustic yet upbeat,0,1,0,0,0,1,0,0,0,0,0,0,1,0
145.0,The Water Lily Pond,-1.1028343179767874,Content,-0.5180793304285297,1.2189933601853182,1.046475683858284,-0.9800578175219782,2.0510396402823496,0.08142859787281082,-0.07961561258758665,Dining room,By yourself,Spring,Tacos,Grandiose yet soothing,0,0,1,0,0,1,0,0,0,0,0,1,0,0
146.0,The Persistence of Memory,-1.5752666898008465,"Contemplative, I feel very observant to find all the details in this painting. ",0.201654066502202,0.4488007569043874,1.046475683858284,1.112048637060993,0.8618856092085105,0.8287869619109369,-0.07962848271640624,"Bathroom,Living room,Dining room","Friends,Strangers,By yourself",Fall,pancake,"somewhat soft, calm, very contemplative sort of piano.",1,0,1,1,0,1,0,0,1,1,1,0,0,0
146.0,The Starry Night,0.3144627974953894,"somber, gloomy",1.6411208603636653,-1.0915844496574743,-0.5640407929052679,1.112048637060993,1.2582702862331236,0.08142859787281082,-0.07962820494384179,"Bedroom,Bathroom,Office","Friends,Family members,Coworkers/Classmates,Strangers,By yourself",Winter,blueberries,"something very sharp, like violins. very gloomy sort of soundtrack. ",1,1,0,0,1,1,1,1,1,1,0,0,0,1
146.0,The Water Lily Pond,-0.15796957432866957,"Very happy, content, calm",-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,0.4655009321838974,-0.29225058414625227,-0.07962783458042252,"Bedroom,Bathroom,Office,Living room,Dining room","Family members,By yourself","Spring,Summer",strawberries,"Very light, like a fiddle or a bluegrass sort of mountain music. ",1,1,1,1,1,1,0,1,0,0,0,1,1,0
147.0,The Persistence of Memory,0.7868951693194484,"this painting makes me feel despair and a powerlessness, yet hopeful.",1.6411208603636653,0.4488007569043874,-2.17455726966882,1.8094174552553168,0.06911625515928428,0.4551077798918739,-0.0796007980508159,"Office,Living room",By yourself,Fall,multigrain bread,"it would be ethereal and ambient. It would be slow in tempo, and a little unnerving.",0,0,0,1,1,1,0,0,0,0,1,0,0,0
147.0,The Starry Night,-0.15796957432866957,this painting makes me feel serene and interconnected to the world.,-0.5180793304285297,1.2189933601853182,1.046475683858284,-0.9800578175219782,-0.32726842186532884,0.4551077798918739,-0.07962487167306836,"Bedroom,Dining room","Friends,Family members",Summer,chicken noodle soup,"the dynamics would be rather mild, with a thin texture, i.e., few instruments. Rather pleasant and consonant.",0,1,1,0,0,0,0,1,1,0,0,0,1,0
147.0,The Water Lily Pond,-0.6304019461527285,"this painting makes me feel hopeful, enlighted, but a little concerned",-1.2378127273592614,0.4488007569043874,0.24121744547650806,-0.28268899932765446,-1.120037775914555,-0.6659297661653153,-0.07961005713629761,"Bathroom,Office","Strangers,By yourself",Spring,spaghetti and meatballs,"very upbeat, major key, happy and flowing melody",1,0,0,0,1,1,0,0,0,1,0,1,0,0
148.0,The Persistence of Memory,-0.6304019461527285,It makes me feel calm and piece.  It seems as if time has stood still.  It is very far from real life,0.9213874634329337,-1.0915844496574743,1.046475683858284,1.112048637060993,0.06911625515928428,0.08142859787281082,-0.07944339359762657,Office,By yourself,Winter,soup,"It is a soft light music, very smoothing. It was interspersed with some crisp sounds",0,0,0,0,1,1,0,0,0,0,0,0,0,1
148.0,The Starry Night,-0.15796957432866957,It make me feel miserable and depressed.,-0.5180793304285297,-0.3213918463765434,-1.3692990312870437,1.112048637060993,0.06911625515928428,0.08142859787281082,-0.07925821188799208,Bathroom,Strangers,Winter,chocolate,The music should be more intense and deep.,1,0,0,0,0,0,0,0,0,1,0,0,0,1
